pH,Temperature,Humidity,Moisture,N,P,K,Semantic_Tag,Days_to_Ready
6.0,35.9,88.61,21.0,68,15,40,"Healthy, N-deficiency",48.75
5.31,37.97,79.1,30.76,49,44,81,"P-deficiency, Pest-risk",41.287
7.81,23.6,51.09,22.03,53,41,28,"Pest-risk, K-deficiency",53.696
7.36,25.48,70.51,33.69,40,12,29,"Healthy, N-deficiency",42.528
7.64,20.89,56.14,35.93,42,9,27,"P-deficiency, Healthy",43.591
7.28,36.81,85.92,32.1,37,8,88,"P-deficiency, P-deficiency",37.975
6.28,35.96,59.23,9.76,62,19,63,"N-deficiency, Pest-risk",57.152
5.11,18.19,91.18,16.92,37,8,24,"Healthy, Pest-risk",62.649
5.79,30.18,29.18,26.71,19,39,34,"P-deficiency, Healthy",47.462
6.47,21.67,48.91,13.78,15,11,47,"K-deficiency, Pest-risk",60.701
6.81,20.27,25.08,29.05,41,43,70,"Pest-risk, K-deficiency",48.505
6.38,35.96,42.07,10.98,71,31,79,"P-deficiency, N-deficiency",55.976
6.35,36.38,39.84,25.54,33,7,67,"K-deficiency, N-deficiency",44.178
7.24,29.41,27.79,13.08,74,12,61,"K-deficiency, N-deficiency",56.81100000000001
7.99,24.25,61.75,11.92,59,19,67,"P-deficiency, P-deficiency",61.819
7.62,31.41,45.99,10.35,65,37,81,"K-deficiency, Pest-risk",58.755
7.99,20.7,71.94,18.28,37,22,37,"Healthy, K-deficiency",58.506
6.22,26.42,91.35,22.55,32,43,21,"K-deficiency, K-deficiency",51.81
6.51,31.49,49.65,26.23,36,10,68,"P-deficiency, Healthy",45.751000000000005
7.43,29.62,88.16,30.96,29,7,54,"Pest-risk, Pest-risk",42.782
6.71,39.56,66.87,19.24,49,38,84,"Healthy, K-deficiency",46.908
5.7,30.85,65.19,31.18,38,38,84,"K-deficiency, N-deficiency",43.731
5.42,25.57,47.12,22.95,40,34,86,"Healthy, Pest-risk",53.515
7.38,38.83,79.93,27.61,73,19,66,"P-deficiency, Healthy",40.757000000000005
6.59,37.03,44.44,36.03,49,35,92,"Healthy, N-deficiency",34.981
5.28,38.38,31.16,24.26,66,36,44,"Pest-risk, P-deficiency",46.342
7.91,24.27,30.22,12.36,37,8,51,"Healthy, K-deficiency",61.297000000000004
5.99,36.7,66.67,20.41,61,28,31,"P-deficiency, Pest-risk",48.842
5.16,29.57,72.43,10.72,23,12,82,"Pest-risk, P-deficiency",61.819
7.19,22.66,33.12,12.93,32,25,32,"Healthy, Pest-risk",60.20600000000001
5.97,24.82,80.06,8.82,56,16,56,"K-deficiency, K-deficiency",64.09400000000001
5.36,37.09,38.62,10.55,43,41,82,"K-deficiency, Pest-risk",57.795
5.23,38.46,52.3,11.57,35,9,30,"Healthy, Healthy",56.553999999999995
7.35,19.76,91.41,16.48,52,24,87,"Pest-risk, Pest-risk",59.135999999999996
6.98,18.35,25.17,8.27,51,11,76,"Healthy, Healthy",65.749
5.18,28.25,90.04,25.94,23,12,72,"N-deficiency, Healthy",50.263000000000005
7.62,19.04,32.14,25.75,29,16,46,"Pest-risk, N-deficiency",52.620000000000005
7.4,35.17,55.87,32.16,23,38,50,"P-deficiency, Pest-risk",38.98700000000001
5.65,37.03,28.3,15.4,51,19,52,"P-deficiency, Healthy",53.36500000000001
7.84,28.98,57.47,9.75,20,17,33,"N-deficiency, N-deficiency",60.89
7.54,32.18,94.86,19.06,19,25,34,"Pest-risk, P-deficiency",51.242000000000004
6.37,30.57,36.95,34.88,49,33,87,"P-deficiency, K-deficiency",39.571
6.21,25.05,46.95,17.56,43,27,38,"Pest-risk, K-deficiency",56.507
6.6,31.97,32.88,34.59,29,13,90,"Pest-risk, Pest-risk",38.643
7.48,40.84,42.43,22.01,69,15,85,"Pest-risk, Pest-risk",44.432
5.47,39.52,56.35,18.1,70,12,54,"P-deficiency, P-deficiency",50.32
5.57,38.16,27.66,26.5,26,12,45,"Healthy, K-deficiency",44.08
6.94,31.41,64.1,33.14,22,8,69,"K-deficiency, P-deficiency",39.403
7.79,20.08,46.68,25.43,34,28,23,"Pest-risk, Pest-risk",52.696
6.83,36.77,83.48,10.62,26,35,78,"Pest-risk, K-deficiency",54.959
5.21,22.85,58.39,25.81,33,27,75,"N-deficiency, P-deficiency",53.007000000000005
7.86,22.78,39.23,32.04,54,12,22,"P-deficiency, N-deficiency",46.198
7.91,35.17,40.35,19.17,60,14,66,"P-deficiency, N-deficiency",50.399
6.78,21.0,87.95,30.35,17,26,26,"Healthy, Healthy",47.16
6.15,32.47,30.83,8.67,39,7,29,"K-deficiency, Healthy",60.028999999999996
6.01,22.12,75.54,22.76,64,34,80,"Pest-risk, P-deficiency",54.212
7.13,28.61,82.3,20.44,64,36,75,"Pest-risk, N-deficiency",51.103
5.59,31.8,53.95,24.47,53,38,73,"K-deficiency, Pest-risk",48.844
6.79,38.59,25.51,18.57,21,36,74,"P-deficiency, N-deficiency",47.769000000000005
6.87,32.29,33.17,18.23,54,22,29,"K-deficiency, K-deficiency",51.031
7.55,25.46,42.73,21.05,59,14,90,"K-deficiency, K-deficiency",53.03
7.84,28.52,31.49,30.79,68,32,25,"Pest-risk, K-deficiency",44.288000000000004
7.35,27.6,70.28,28.87,59,26,76,"K-deficiency, K-deficiency",45.304
6.07,19.37,73.49,34.17,19,34,67,"N-deficiency, K-deficiency",46.339
7.61,22.05,79.1,32.31,56,12,70,"N-deficiency, P-deficiency",45.847
5.57,25.85,39.12,16.65,69,6,79,"K-deficiency, K-deficiency",58.115
6.92,31.9,37.99,11.22,39,22,35,"Pest-risk, Pest-risk",56.733999999999995
6.02,37.09,29.53,8.49,49,34,23,"Pest-risk, Healthy",58.123
6.6,29.66,74.49,34.89,30,34,70,"Healthy, Healthy",39.55800000000001
7.56,32.1,44.72,17.49,50,43,72,"P-deficiency, K-deficiency",52.578
6.83,37.24,55.37,27.4,57,32,38,"N-deficiency, P-deficiency",41.3
7.57,29.81,34.79,10.16,41,35,64,"Pest-risk, Pest-risk",59.607000000000006
7.85,22.56,71.74,25.04,33,31,91,"Healthy, Pest-risk",51.888000000000005
7.15,35.99,50.4,31.34,25,36,61,"Pest-risk, Pest-risk",38.733000000000004
6.59,21.25,49.81,11.02,58,43,65,"N-deficiency, Pest-risk",62.879000000000005
6.51,41.54,38.94,13.49,62,33,56,"N-deficiency, Pest-risk",50.918000000000006
5.7,29.18,43.98,28.96,17,16,59,"N-deficiency, Pest-risk",46.342
5.02,20.26,50.5,20.34,67,42,53,"K-deficiency, Healthy",59.058
5.31,23.67,49.38,10.27,62,12,80,"Pest-risk, K-deficiency",64.82900000000001
7.23,33.09,31.66,9.57,35,14,63,"P-deficiency, Healthy",57.759
6.12,33.9,85.65,35.95,64,8,46,"N-deficiency, N-deficiency",37.55
6.15,36.79,47.13,21.29,50,25,22,"N-deficiency, K-deficiency",47.77300000000001
5.1,39.01,33.17,31.66,47,44,38,"Healthy, N-deficiency",40.467
6.94,19.21,77.6,35.51,35,5,48,"Pest-risk, N-deficiency",43.607
6.09,37.28,54.71,29.37,30,15,59,"Healthy, Healthy",41.184
5.93,40.61,35.56,34.78,45,42,59,"N-deficiency, Pest-risk",35.511
6.49,35.32,80.26,10.03,25,8,80,"P-deficiency, P-deficiency",56.836
7.54,22.01,45.89,23.6,27,36,39,"K-deficiency, P-deficiency",52.69499999999999
6.56,41.78,63.86,37.81,42,36,32,"N-deficiency, Pest-risk",31.241999999999997
5.22,22.45,43.89,8.46,35,36,87,"N-deficiency, Healthy",67.06700000000001
7.19,19.79,65.17,29.31,68,38,67,"Healthy, P-deficiency",48.537000000000006
5.76,21.69,59.48,17.28,38,28,35,"Healthy, Healthy",59.31100000000001
6.9,39.71,46.49,36.34,24,13,63,"N-deficiency, K-deficiency",32.772999999999996
6.52,36.57,60.41,29.98,15,9,34,"P-deficiency, P-deficiency",40.191
7.95,33.63,48.86,36.04,57,23,32,"Pest-risk, P-deficiency",37.753
5.0,35.12,68.28,13.47,31,5,71,"K-deficiency, N-deficiency",57.164
6.14,31.1,89.1,12.36,61,29,31,"P-deficiency, P-deficiency",57.782
5.33,30.73,34.94,29.19,21,26,71,"K-deficiency, N-deficiency",46.123000000000005
7.75,25.52,94.67,13.32,34,39,87,"Pest-risk, Pest-risk",59.584
6.57,22.36,77.09,22.21,27,23,80,"N-deficiency, Pest-risk",53.412
5.62,22.11,33.45,34.85,40,32,79,"Healthy, Healthy",45.324999999999996
7.17,20.98,81.0,34.88,59,32,22,"P-deficiency, P-deficiency",43.446
6.09,33.38,60.28,8.92,74,36,49,"K-deficiency, N-deficiency",59.49399999999999
6.99,21.75,37.29,28.36,21,32,92,"Pest-risk, P-deficiency",47.956999999999994
7.03,38.92,65.29,16.22,44,20,85,"P-deficiency, P-deficiency",49.124
6.29,18.79,42.46,38.0,43,27,55,"Pest-risk, P-deficiency",43.125
7.55,40.46,83.94,27.22,74,35,27,"K-deficiency, Healthy",40.594
7.81,39.2,60.13,20.36,19,40,77,"P-deficiency, P-deficiency",47.232
5.38,29.39,91.98,13.88,49,20,62,"N-deficiency, N-deficiency",58.941
6.62,34.8,55.01,20.79,55,15,78,"N-deficiency, N-deficiency",48.228
5.25,23.41,58.21,25.42,29,35,65,"P-deficiency, N-deficiency",52.959
7.51,34.55,70.91,17.0,51,36,68,"P-deficiency, P-deficiency",51.644999999999996
7.18,27.77,34.17,24.25,21,24,53,"Healthy, P-deficiency",48.575
5.59,28.12,61.66,12.62,63,32,86,"Healthy, K-deficiency",60.164
7.52,39.5,65.22,21.46,45,26,68,"K-deficiency, Pest-risk",45.622
7.79,31.95,36.03,15.47,46,18,25,"Pest-risk, K-deficiency",54.729
6.95,19.53,69.6,11.13,15,14,32,"N-deficiency, P-deficiency",62.931000000000004
5.46,39.5,52.22,31.57,37,14,28,"N-deficiency, Pest-risk",39.574
6.66,35.77,49.31,32.41,64,16,93,"P-deficiency, N-deficiency",38.367000000000004
7.55,36.89,72.23,20.48,61,15,39,"P-deficiency, Healthy",47.771
7.7,35.05,52.62,13.29,39,19,93,"N-deficiency, K-deficiency",54.743
7.71,24.27,40.42,36.52,28,34,32,"N-deficiency, Pest-risk",41.569
7.05,22.46,36.02,20.49,43,27,82,"K-deficiency, K-deficiency",53.978
7.19,28.25,71.22,18.97,35,29,81,"Pest-risk, K-deficiency",52.579
6.92,30.42,60.71,19.83,38,19,89,"N-deficiency, Healthy",50.586
5.38,27.77,50.19,10.3,74,18,78,"P-deficiency, P-deficiency",62.61500000000001
7.96,22.3,38.2,14.52,42,30,71,"Healthy, Pest-risk",60.65400000000001
7.36,21.76,33.74,12.06,40,44,65,"Healthy, Healthy",61.69199999999999
7.76,38.91,47.04,28.68,36,24,31,"Healthy, K-deficiency",40.621
5.08,24.73,87.23,26.02,32,40,71,"Healthy, N-deficiency",52.159000000000006
7.27,18.32,73.71,36.27,51,17,22,"P-deficiency, K-deficiency",43.864
5.18,20.29,32.78,28.58,37,12,86,"Healthy, Healthy",52.131
5.53,21.08,49.8,22.3,63,32,26,"P-deficiency, Healthy",56.06
6.65,24.33,57.56,12.72,68,15,46,"P-deficiency, K-deficiency",59.85900000000001
7.27,19.39,42.6,9.05,70,33,40,"Pest-risk, Healthy",65.105
7.26,22.53,73.86,27.49,27,28,70,"P-deficiency, N-deficiency",48.763000000000005
6.89,22.1,54.53,37.12,30,34,73,"N-deficiency, Healthy",40.974000000000004
5.9,35.74,39.07,20.28,27,33,25,"K-deficiency, P-deficiency",49.605999999999995
6.81,22.52,92.04,18.95,44,8,54,"P-deficiency, Pest-risk",55.46000000000001
6.75,18.08,39.22,17.59,50,9,58,"Pest-risk, K-deficiency",58.888
5.24,32.01,76.13,19.5,31,14,25,"N-deficiency, Healthy",53.415000000000006
5.11,37.33,58.6,37.54,30,27,48,"P-deficiency, K-deficiency",36.583000000000006
6.75,25.05,42.2,28.16,20,15,68,"K-deficiency, Healthy",46.947
6.29,29.5,93.0,15.88,17,20,59,"Pest-risk, Pest-risk",55.466
6.64,27.66,84.9,10.6,37,11,64,"Pest-risk, P-deficiency",59.91
5.26,40.78,88.84,37.25,55,10,94,"Pest-risk, Healthy",34.790000000000006
7.46,21.89,79.14,34.75,37,39,81,"Pest-risk, Healthy",43.675000000000004
6.68,27.69,91.75,14.16,18,18,35,"K-deficiency, Healthy",56.967000000000006
7.37,31.83,34.06,29.39,19,30,39,"N-deficiency, Healthy",42.813
6.56,31.96,39.36,28.04,57,19,74,"Healthy, Healthy",43.968
5.52,32.93,79.17,31.17,57,7,33,"Pest-risk, Pest-risk",43.059
7.01,29.23,50.97,34.85,74,20,23,"Pest-risk, Healthy",39.025
5.07,29.63,47.81,9.48,25,39,43,"Healthy, Healthy",62.961
6.59,22.36,31.58,11.85,72,13,76,"N-deficiency, K-deficiency",61.660000000000004
7.55,28.9,69.14,8.15,26,42,83,"P-deficiency, K-deficiency",61.63
6.96,29.57,42.32,22.91,61,19,55,"N-deficiency, P-deficiency",48.467
6.87,24.92,25.33,10.94,59,22,85,"P-deficiency, Healthy",60.548
6.54,37.17,66.45,29.57,37,34,70,"P-deficiency, N-deficiency",40.179
6.53,38.99,57.89,14.98,43,28,50,"N-deficiency, K-deficiency",50.961
6.48,38.92,56.49,8.86,51,27,45,"K-deficiency, P-deficiency",55.992
7.55,40.49,43.13,11.44,59,41,94,"P-deficiency, P-deficiency",53.203
6.52,25.01,86.4,37.78,42,6,88,"Pest-risk, Pest-risk",39.731
5.22,34.22,28.47,35.73,43,23,76,"K-deficiency, Pest-risk",39.36600000000001
5.1,39.17,54.44,19.15,19,29,36,"Healthy, Healthy",50.394999999999996
5.66,29.74,58.9,29.71,71,23,25,"K-deficiency, N-deficiency",45.542
6.82,33.97,77.55,25.05,35,13,56,"Pest-risk, K-deficiency",44.835
6.85,31.39,75.4,33.12,72,19,78,"K-deficiency, Pest-risk",39.60900000000001
5.53,19.48,56.32,20.55,57,15,78,"N-deficiency, Healthy",58.26
5.5,25.64,93.38,15.55,15,15,21,"N-deficiency, Pest-risk",59.24
7.15,31.52,69.68,30.34,54,19,55,"Healthy, N-deficiency",41.768
5.87,21.16,29.18,18.02,36,5,72,"N-deficiency, N-deficiency",58.764
6.42,28.85,85.47,32.84,45,40,40,"N-deficiency, K-deficiency",41.962999999999994
7.36,37.17,36.36,16.53,51,34,51,"N-deficiency, K-deficiency",50.411
5.36,38.32,77.94,19.7,53,13,86,"N-deficiency, P-deficiency",49.86
6.63,18.89,88.24,31.39,16,10,47,"Pest-risk, Pest-risk",47.683
5.2,25.53,33.45,21.77,36,27,70,"K-deficiency, Healthy",54.919000000000004
6.33,28.23,89.72,14.53,57,28,34,"Pest-risk, P-deficiency",57.101
7.43,36.74,33.77,22.18,52,10,56,"P-deficiency, Healthy",46.245999999999995
5.38,24.73,50.94,18.5,51,33,46,"K-deficiency, N-deficiency",57.575
6.19,36.15,61.61,31.88,15,14,36,"N-deficiency, N-deficiency",39.541000000000004
6.01,31.21,44.01,18.74,31,20,45,"Pest-risk, P-deficiency",52.88300000000001
5.98,38.32,83.22,8.39,73,42,56,"Healthy, N-deficiency",57.668
6.25,37.92,73.74,19.46,63,41,75,"K-deficiency, Healthy",48.472
7.73,41.13,30.96,33.33,32,29,46,"Healthy, N-deficiency",35.731
6.27,21.66,53.82,30.34,59,37,58,"Pest-risk, Pest-risk",47.858000000000004
5.77,38.11,55.58,13.7,40,35,93,"Healthy, P-deficiency",53.945
6.56,41.56,34.52,37.96,54,25,67,"Healthy, K-deficiency",31.232
5.14,19.15,90.83,15.02,60,28,93,"Pest-risk, N-deficiency",63.629000000000005
7.97,38.76,89.41,19.06,72,37,66,"N-deficiency, Healthy",48.812
5.06,37.24,68.41,33.53,74,24,68,"Healthy, P-deficiency",39.936
7.16,29.77,82.77,10.17,64,14,59,"N-deficiency, Pest-risk",58.799
6.54,40.91,50.44,30.85,74,31,24,"P-deficiency, N-deficiency",37.285000000000004
7.32,28.62,54.35,8.07,51,44,20,"Healthy, Healthy",61.374
7.43,31.74,70.02,14.84,45,40,34,"P-deficiency, P-deficiency",54.618
5.73,21.84,80.6,19.67,30,15,81,"Healthy, P-deficiency",57.38399999999999
6.84,20.69,92.27,10.46,43,14,85,"N-deficiency, N-deficiency",63.107000000000006
7.76,35.09,54.41,17.68,69,8,29,"Pest-risk, N-deficiency",51.331
5.06,30.88,72.86,14.74,59,9,34,"Pest-risk, Pest-risk",58.148
7.89,27.69,90.04,10.28,33,35,38,"Pest-risk, K-deficiency",61.211
5.19,31.96,43.16,11.45,69,9,89,"P-deficiency, P-deficiency",59.98
6.59,38.83,29.98,31.92,51,28,53,"P-deficiency, Pest-risk",37.369
7.26,27.93,42.88,19.48,32,37,80,"Healthy, N-deficiency",52.471000000000004
7.34,29.01,92.86,17.82,74,24,23,"P-deficiency, K-deficiency",53.419
6.72,21.68,81.62,8.69,57,37,89,"P-deficiency, Pest-risk",64.268
7.63,38.57,55.44,24.78,51,6,78,"P-deficiency, Healthy",43.651
7.96,39.65,34.56,31.46,57,23,24,"P-deficiency, Pest-risk",38.427
6.82,39.8,81.22,14.53,63,44,48,"K-deficiency, P-deficiency",50.336
6.73,38.97,64.32,35.41,16,40,32,"Pest-risk, Pest-risk",34.227000000000004
6.73,21.53,50.19,33.94,69,32,58,"Healthy, P-deficiency",44.123000000000005
7.55,25.22,55.06,22.81,69,19,70,"P-deficiency, K-deficiency",51.742000000000004
7.02,35.78,55.39,12.88,67,26,40,"N-deficiency, P-deficiency",53.346
7.58,37.26,78.24,21.2,22,7,90,"P-deficiency, P-deficiency",47.07000000000001
5.75,24.28,47.88,36.51,20,17,93,"N-deficiency, K-deficiency",42.652
6.93,24.9,31.63,9.78,60,30,84,"Pest-risk, N-deficiency",61.366
5.47,23.43,46.45,12.47,63,30,56,"P-deficiency, K-deficiency",62.869
7.91,36.16,25.7,37.24,18,42,26,"Healthy, P-deficiency",35.448
6.22,35.99,60.28,31.86,74,6,40,"K-deficiency, Pest-risk",39.577
5.79,36.19,71.76,29.69,38,34,45,"P-deficiency, P-deficiency",42.073
7.56,32.38,60.18,35.25,54,19,46,"K-deficiency, Healthy",38.23
5.31,31.89,86.08,9.12,70,7,38,"P-deficiency, P-deficiency",61.639
7.32,38.96,37.11,12.3,70,28,68,"Pest-risk, K-deficiency",52.82000000000001
5.81,33.19,92.31,17.98,59,11,88,"K-deficiency, P-deficiency",52.901
7.04,33.61,67.16,16.97,59,31,87,"N-deficiency, N-deficiency",51.199
5.61,41.27,74.06,35.45,67,23,76,"P-deficiency, Healthy",35.285
6.84,18.2,59.5,30.64,22,8,81,"K-deficiency, K-deficiency",48.208
7.25,38.47,85.01,36.42,20,7,33,"Healthy, N-deficiency",33.629
5.04,21.34,52.93,11.65,39,40,49,"N-deficiency, N-deficiency",65.43
7.36,40.91,58.91,23.07,46,33,52,"K-deficiency, K-deficiency",43.309000000000005
7.88,35.56,43.55,18.65,32,22,93,"P-deficiency, Healthy",50.559999999999995
5.78,34.69,89.74,14.21,31,17,88,"Pest-risk, K-deficiency",55.227000000000004
5.8,33.51,54.87,36.48,28,43,20,"P-deficiency, P-deficiency",37.961000000000006
7.31,25.55,84.89,23.72,56,17,28,"K-deficiency, P-deficiency",50.369
7.82,31.27,67.76,21.47,65,32,55,"K-deficiency, K-deficiency",50.329
6.85,37.6,94.76,26.13,43,26,48,"Healthy, P-deficiency",42.096000000000004
5.7,36.85,83.2,27.17,57,32,30,"Healthy, P-deficiency",43.939
6.37,25.81,87.61,30.05,47,34,75,"K-deficiency, Pest-risk",45.815
5.62,41.27,57.21,21.59,69,38,43,"Pest-risk, Pest-risk",46.353
7.72,38.44,60.86,33.88,45,18,47,"Pest-risk, Pest-risk",36.616
7.11,38.98,31.0,36.52,61,25,66,"P-deficiency, P-deficiency",33.014
6.72,18.35,94.28,27.55,64,23,73,"K-deficiency, Healthy",50.845
6.26,32.75,64.95,19.08,63,6,50,"Healthy, Healthy",51.34100000000001
6.7,37.91,33.78,10.7,20,30,50,"Pest-risk, Pest-risk",54.585
6.01,24.82,72.01,33.89,33,18,25,"Healthy, P-deficiency",43.958
5.18,23.33,46.46,13.75,30,31,66,"Healthy, Pest-risk",62.475
7.57,41.65,44.82,20.26,74,12,64,"K-deficiency, N-deficiency",45.607
7.62,30.69,38.85,16.0,63,10,45,"Pest-risk, P-deficiency",54.595000000000006
5.72,38.44,86.61,20.92,18,42,26,"N-deficiency, P-deficiency",48.104
6.21,30.89,56.57,9.23,20,8,74,"P-deficiency, P-deficiency",60.251
5.39,31.6,60.31,12.22,34,21,73,"P-deficiency, K-deficiency",59.144000000000005
7.96,31.82,39.69,24.17,53,12,44,"P-deficiency, Pest-risk",48.17400000000001
5.15,36.39,66.81,19.16,17,12,20,"K-deficiency, K-deficiency",51.67700000000001
7.39,29.46,34.9,17.63,38,28,64,"P-deficiency, Pest-risk",53.446000000000005
6.56,22.52,69.42,32.92,46,41,35,"P-deficiency, N-deficiency",44.784000000000006
5.99,26.48,29.62,35.54,50,32,85,"K-deficiency, Pest-risk",41.848
7.5,39.8,88.68,22.83,20,10,62,"N-deficiency, K-deficiency",44.336000000000006
6.26,29.48,85.26,23.18,44,14,94,"N-deficiency, Pest-risk",49.696
7.79,33.66,34.39,19.9,53,23,67,"K-deficiency, N-deficiency",50.33
5.56,20.33,41.67,8.83,27,15,78,"N-deficiency, Healthy",67.15100000000001
7.64,32.0,68.92,8.44,58,20,92,"P-deficiency, K-deficiency",60.028000000000006
7.07,22.64,76.66,9.54,16,9,91,"K-deficiency, P-deficiency",62.688
6.72,41.9,73.79,13.22,28,21,32,"P-deficiency, N-deficiency",50.534000000000006
6.35,21.07,74.28,11.25,66,12,62,"Healthy, Pest-risk",63.265
7.69,25.16,66.79,32.74,17,40,59,"K-deficiency, N-deficiency",44.108000000000004
6.73,34.3,27.33,27.19,24,19,20,"N-deficiency, Healthy",43.138000000000005
5.12,20.27,40.73,34.05,74,25,57,"Healthy, K-deficiency",47.885000000000005
6.81,21.97,57.71,37.52,62,23,58,"N-deficiency, K-deficiency",40.879
7.25,32.64,85.5,8.81,30,32,23,"K-deficiency, N-deficiency",58.632
5.81,20.24,76.69,15.66,38,19,29,"K-deficiency, Pest-risk",61.232000000000006
5.86,35.05,82.89,18.04,57,16,28,"N-deficiency, Healthy",51.82300000000001
5.65,28.24,88.77,29.74,65,24,43,"N-deficiency, P-deficiency",46.288
6.49,19.43,94.36,17.0,56,24,67,"P-deficiency, Healthy",59.205
6.77,22.58,84.62,22.8,37,36,86,"N-deficiency, P-deficiency",52.43
5.99,23.83,91.39,17.13,17,6,48,"K-deficiency, Pest-risk",57.90100000000001
7.27,22.38,70.92,37.47,30,11,32,"Pest-risk, K-deficiency",40.874
6.06,35.41,52.52,30.3,72,34,90,"P-deficiency, Pest-risk",41.435
6.78,26.4,31.33,22.88,25,19,63,"N-deficiency, Pest-risk",50.436
6.65,27.92,60.15,32.49,21,13,86,"P-deficiency, Pest-risk",42.248
6.78,41.44,83.66,28.32,69,42,47,"K-deficiency, Pest-risk",38.564
6.17,31.18,54.79,16.2,69,32,66,"P-deficiency, N-deficiency",54.61
7.48,24.07,39.21,22.42,42,17,39,"N-deficiency, N-deficiency",52.489
7.24,26.7,90.78,25.95,45,19,64,"N-deficiency, K-deficiency",47.870000000000005
7.32,26.98,52.85,13.4,55,29,30,"N-deficiency, Pest-risk",57.93
5.42,21.19,37.8,37.6,35,17,22,"Healthy, P-deficiency",43.985
7.32,29.44,32.63,13.12,28,23,54,"Pest-risk, P-deficiency",56.92400000000001
7.88,35.28,74.8,11.77,65,34,20,"P-deficiency, K-deficiency",56.204
5.87,19.47,92.22,12.51,24,44,63,"K-deficiency, P-deficiency",64.017
7.96,26.29,94.86,18.03,18,11,29,"N-deficiency, Healthy",55.851
5.15,33.6,94.31,32.36,32,40,32,"N-deficiency, Pest-risk",42.512
6.73,41.32,49.32,11.54,29,7,25,"Pest-risk, Pest-risk",52.148
6.58,30.79,91.31,8.4,16,19,91,"K-deficiency, P-deficiency",60.22500000000001
7.55,21.32,94.46,27.82,34,9,88,"Healthy, N-deficiency",49.684000000000005
7.14,28.47,88.94,35.94,63,40,40,"Pest-risk, Pest-risk",38.793000000000006
5.7,32.51,87.54,26.92,29,11,82,"P-deficiency, K-deficiency",46.309
5.67,39.36,48.59,31.18,48,31,48,"P-deficiency, Healthy",39.536
7.71,20.99,78.64,23.94,50,41,47,"K-deficiency, P-deficiency",53.273
6.27,31.54,31.22,36.52,43,24,56,"P-deficiency, P-deficiency",37.974000000000004
5.07,22.55,90.63,17.33,41,44,67,"N-deficiency, Healthy",60.221000000000004
6.03,37.7,53.41,18.01,52,43,91,"P-deficiency, Healthy",50.181999999999995
5.63,34.12,35.72,25.33,59,38,93,"P-deficiency, K-deficiency",46.916000000000004
5.97,36.13,61.37,11.63,19,13,82,"K-deficiency, Healthy",56.191
7.95,38.89,43.33,13.42,56,24,34,"Pest-risk, Pest-risk",53.219
5.7,41.45,75.36,9.27,50,41,51,"K-deficiency, Pest-risk",55.959
6.25,19.17,86.61,13.09,71,29,68,"N-deficiency, Healthy",62.943
7.81,41.42,60.56,24.85,60,12,68,"Healthy, K-deficiency",42.53
6.04,19.98,77.04,9.71,74,15,26,"Healthy, K-deficiency",65.662
6.25,25.71,49.5,10.71,45,25,55,"Healthy, K-deficiency",61.577
6.79,31.08,31.59,20.48,62,21,86,"N-deficiency, Pest-risk",49.996
5.55,21.75,74.11,36.14,46,29,32,"P-deficiency, Healthy",44.613
6.71,26.98,49.11,9.67,50,22,55,"N-deficiency, Healthy",60.854
6.34,19.94,59.64,26.02,18,41,38,"K-deficiency, N-deficiency",52.034
7.82,28.22,84.33,32.68,74,15,62,"N-deficiency, Pest-risk",42.886
6.78,35.89,38.26,26.61,53,5,66,"N-deficiency, K-deficiency",42.707
5.31,25.76,78.33,23.15,58,39,23,"Healthy, P-deficiency",53.480000000000004
5.26,20.43,45.77,13.94,67,40,21,"Pest-risk, Healthy",63.613
6.72,40.59,86.65,28.36,57,16,20,"P-deficiency, K-deficiency",39.077
7.63,41.26,74.17,18.86,19,10,38,"P-deficiency, K-deficiency",47.042
6.15,41.35,60.74,12.28,32,32,64,"Healthy, K-deficiency",52.70100000000001
6.79,18.59,70.28,12.25,35,40,42,"N-deficiency, K-deficiency",62.825
7.48,41.94,70.03,28.2,56,7,43,"P-deficiency, N-deficiency",38.93000000000001
5.46,24.66,51.12,8.95,23,33,21,"Pest-risk, K-deficiency",65.09
7.42,27.62,90.91,24.07,44,30,45,"P-deficiency, Pest-risk",49.274
5.69,23.65,42.6,34.74,70,15,48,"N-deficiency, Pest-risk",44.503
6.82,29.83,26.7,37.14,62,10,72,"Pest-risk, P-deficiency",37.233000000000004
7.38,33.49,60.56,9.73,69,19,58,"P-deficiency, N-deficiency",57.731
7.22,28.64,59.42,8.43,67,18,26,"P-deficiency, K-deficiency",60.876
5.81,40.62,65.83,30.99,65,9,21,"P-deficiency, K-deficiency",38.778000000000006
5.68,31.96,37.92,26.74,57,26,74,"P-deficiency, Pest-risk",46.768
6.6,34.95,30.77,17.95,36,9,28,"N-deficiency, Healthy",50.465
5.46,35.01,28.5,37.81,17,12,49,"K-deficiency, Healthy",36.827
7.29,41.28,75.52,36.92,39,42,20,"N-deficiency, Healthy",31.903999999999996
6.89,30.34,40.93,27.1,60,25,27,"Pest-risk, N-deficiency",44.87
7.96,21.42,59.47,9.31,24,6,87,"Pest-risk, Pest-risk",65.262
5.34,28.48,33.48,10.99,74,14,46,"Pest-risk, Pest-risk",61.788
6.92,19.37,52.96,35.59,66,36,55,"Pest-risk, Healthy",43.503
5.72,23.85,41.0,20.08,54,25,93,"Healthy, N-deficiency",56.071000000000005
